Subject,StimulusIndex,Region,RegionID,Division,PostDCA,FCShift,NTimepoints,SpotNeuronCount,StimNeuronCount,Definition
12,0,lMOS3,4,Hind,-0.5280442068802194,1.9386269331518011,44,1297,1297,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,0,lMOS4,5,Hind,0.1781221791123736,1.8520476624173443,44,882,882,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,0,lMOS5,6,Hind,0.07904857777849517,1.5735279616755897,44,1182,1182,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,0,lNX,35,Hind,0.5159242026090447,2.0298019462379537,44,381,381,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,0,lRa,10,Hind,-0.07359117253107073,3.424910291881626,44,254,254,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,0,lT,11,Hind,-0.7772193815657938,2.0572854249390087,44,1266,1266,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,0,laRF,12,Hind,-0.564318946902863,1.9494534345194932,44,264,264,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,0,limRF,13,Hind,-1.4314709184810288,1.9501672798393244,44,382,382,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,0,lpRF,14,Hind,-0.6214145198808102,1.80376181376419,44,485,485,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,0,rCb,37,Hind,-0.5336652505464933,1.836546069333227,44,1685,1685,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,0,rMON,36,Hind,-0.20825183989935483,2.6424871607332,44,1120,1120,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,0,rMOS1,38,Hind,0.16364639867929043,2.3458644077293638,44,1483,1483,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,0,rMOS2,39,Hind,0.8422349936180663,1.905629931130762,44,554,554,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,0,rMOS3,40,Hind,-0.5651363701456422,2.711081491212319,44,1496,1496,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,0,rMOS4,41,Hind,0.12590502818072719,1.6244978614962262,44,1113,1113,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
